number,fertilization,thermoregulation,class,order,family,species,body_mass,body_mass_log,souce_body_mass,sperm_length,sperm_length_log,source_sperm_length,testes_mass,testes_mass_log,source_testes_mass,clutch_size,clutch_size_log,source_clutch_size,genome_size,source_genome_size
873,internal,endotherm,Mammalia,Cetartiodactyla,Cervidae,Axis porcinus,51522.86,4.71,Baker et al 2020,67.43,1.82885316,Fitzpatrick et al 2022,49.43,1.69,Baker et al 2020,1,0,Anage,,
474,internal,endotherm,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera acutorostrata,11994993.03,7.08,Baker et al 2020,56.7,1.753583059,Fitzpatrick et al 2022,8790.23,3.94,Baker et al 2020,1,0,Anage,,
475,internal,endotherm,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera edeni,17988709.15,7.26,Baker et al 2020,56.03,1.748420622,Fitzpatrick et al 2022,19998.62,4.3,Baker et al 2020,1,0,Anage,,
812,internal,endotherm,Mammalia,Rodentia,Muridae,Bandicota bengalensis,196.83,2.29,Etard et al 2020,149.5,2.174641193,Fitzpatrick et al 2022,2.12,0.33,Baker et al 2020,7.4575,0.872593262,Etard et al 2020,,
813,internal,endotherm,Mammalia,Rodentia,Muridae,Bandicota indica,583.09,2.77,Etard et al 2020,63,1.799340549,Fitzpatrick et al 2022,2.04,0.31,Baker et al 2020,6.12,0.786751422,Etard et al 2020,,
814,internal,endotherm,Mammalia,Rodentia,Muridae,Bandicota savilei,229.82,2.36,Etard et al 2020,55,1.740362689,Fitzpatrick et al 2022,1.26,0.1,Baker et al 2020,,,,,
981,internal,ectotherm,Reptilia,Squamata,Corytophanidae,Basiliscus vittatus,228.05,2.36,Etard et al 2020,89.39,1.951288937,Fitzpatrick et al 2022,,,,5.400038795,0.73239688,Etard et al 2020,,
1168,internal,endotherm,Aves,Passeriformes,Platysteiridae,Batis molitor,11.64,1.07,Etard et al 2020,82.7,1.91750551,Fitzpatrick et al 2022,,,,2,0.301029996,Etard et al 2020,,
1044,internal,endotherm,Mammalia,Rodentia,Muridae,Batomys salomonseni,186.38,2.27,Etard et al 2020,85,1.929418926,Fitzpatrick et al 2022,1.56,0.19,Baker et al 2020,,,,,
476,internal,endotherm,Mammalia,Cetartiodactyla,Ziphiidae,Berardius bairdii,11376272.86,7.06,Baker et al 2020,51.6,1.712649702,Fitzpatrick et al 2022,10000,4,Baker et al 2020,1,0,Anage,,
1076,internal,endotherm,Mammalia,Rodentia,Muridae,Berylmys bowersi,329.34,2.52,Etard et al 2020,172,2.235528447,Fitzpatrick et al 2022,14.42,1.16,Baker et al 2020,3.88,0.588831726,Etard et al 2020,,
506,internal,endotherm,Mammalia,Diprotodontia,Potoroidae,Bettongia penicillata,872.97,2.94,Baker et al 2020,162.5,2.210853365,Fitzpatrick et al 2022,1.67,0.22,Baker et al 2020,1,0,Anage,,
575,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Bison bison,624577.07,5.8,Etard et al 2020,65.95,1.8192148,Fitzpatrick et al 2022,523.6,2.72,Lupold & Fitzpatrick 2015,0.99,-0.004364805,Etard et al 2020,4.9,Animal genome size database
853,internal,endotherm,Mammalia,Eulipotyphla,Soricidae,Blarina brevicauda,24,1.38,Tourmente et al 2015,70,1.84509804,Fitzpatrick et al 2022,0.3,-0.52,Tourmente et al 2015,,,,,
1267,internal,endotherm,Aves,Passeriformes,Pycnonotidae,Bleda canicapillus,40.3,1.61,Etard et al 2020,86.26,1.935809454,Fitzpatrick et al 2022,,,,2,0.301029996,Etard et al 2020,,
1268,internal,endotherm,Aves,Passeriformes,Pycnonotidae,Bleda notatus,39.2,1.59,Etard et al 2020,86.97,1.93936947,Fitzpatrick et al 2022,,,,2,0.301029996,Etard et al 2020,,
1269,internal,endotherm,Aves,Passeriformes,Pycnonotidae,Bleda syndactylus,46.14,1.66,Etard et al 2020,83.65,1.922465945,Fitzpatrick et al 2022,,,,2,0.301029996,Etard et al 2020,,
957,internal,ectotherm,Reptilia,Squamata,Boidae,Boa constrictor,3962.33,3.6,Tourmente et al 2009,90.95,1.958802703,Fitzpatrick et al 2022,18.78,1.27,Tourmente et al 2009,32.66666667,1.514104821,Allen et al 2017,,
30,external,ectotherm,Amphibia,Anura,Bombinatoridae,Bombina maxima,18.97,1.28,Baker et al 2020,45.4,1.657055853,Fitzpatrick et al 2022,0.17,-0.78,Baker et al 2020,65,1.812913357,Lupold et al 2017,,
1387,external,ectotherm,Amphibia,Anura,Bombinatoridae,Bombina orientalis,13.1,1.12,Etard et al 2020,36.5,1.562292864,Fitzpatrick et al 2022,,,,147.5,2.16879202,Etard et al 2020,5.9,Animal genome size database
172,internal,endotherm,Aves,Passeriformes,Bombycillidae,Bombycilla cedrorum,31.6,1.5,Etard et al 2020,53.99,1.732313327,Fitzpatrick et al 2022,0.1,-1,Baker et al 2020,4,0.602059991,Etard et al 2020,1.24,Animal genome size database
576,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Bos frontalis,800143.05,5.9,Etard et al 2020,67.9,1.831869774,Lupold & Fitzpatrick 2015,361.23,2.56,Lupold & Fitzpatrick 2015,1.195,0.077367905,Etard et al 2020,,
874,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Bos javanicus,635974.32,5.8,Etard et al 2020,72.26,1.858897957,Lupold et al 2015,,,,1.22,0.086359831,Etard et al 2020,,
577,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Bos mutus,650000,5.81,Etard et al 2020,75.53,1.878119485,Lupold & Fitzpatrick 2015,300,2.48,Lupold & Fitzpatrick 2015,1,0,Anage,,
578,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Bos taurus,759321.21,5.88,Etard et al 2020,71.5,1.854306042,Fitzpatrick et al 2022,681,2.83,Baker et al 2020,1,0,Etard et al 2020,3.15,Animal genome size database
958,internal,ectotherm,Reptilia,Squamata,Viperidae,Bothrops alternatus,848,2.93,Etard et al 2020,88.19,1.945419343,Fitzpatrick et al 2022,0.95,-0.02,Tourmente et al 2009,14.5,1.161368002,Etard et al 2020,,
959,internal,ectotherm,Reptilia,Squamata,Viperidae,Bothrops ammodytoides,521.19,2.72,Etard et al 2020,87.9,1.943988875,Fitzpatrick et al 2022,0.21,-0.68,Tourmente et al 2009,,,,,
960,internal,ectotherm,Reptilia,Squamata,Viperidae,Bothrops diporus,687.07,2.84,Etard et al 2020,85.75,1.933234129,Fitzpatrick et al 2022,0.56,-0.25,Tourmente et al 2009,,,,,
1341,internal,ectotherm,Reptilia,Squamata,Viperidae,Bothrops insularis,843.52,2.93,Etard et al 2020,98.44,1.993171605,Fitzpatrick et al 2022,,,,,,,,
1089,internal,endotherm,Mammalia,Rodentia,Nesomyidae,Brachytarsomys villosa,219.99,2.34,Etard et al 2020,134.2,2.127752516,Fitzpatrick et al 2022,,,,,,,,
31,external,ectotherm,Amphibia,Anura,Megophryidae,Brachytarsophrys chuannanensis,100.82,2,Liao et al 2018,156.7,2.195068996,Liao et al 2018,1.05,0.02,Liao et al 2018,1100,3.041392685,Lupold et al 2017,,
1145,internal,endotherm,Aves,Anseriformes,Anatidae,Branta sandvicensis,2047.5,3.31,Etard et al 2020,100,2,Fitzpatrick et al 2022,1.37,0.14,Baker et al 2020,4,0.602059991,Etard et al 2020,,
307,internal,endotherm,Aves,Passeriformes,Ploceidae,Bubalornis niger,76.18,1.88,Etard et al 2020,87.99,1.944433318,Fitzpatrick et al 2022,0.61,-0.22,Immler et al 2011,3.3,0.51851394,Etard et al 2020,,
579,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Bubalus bubalis,827250.49,5.92,Etard et al 2020,69.35,1.841046465,Fitzpatrick et al 2022,652,2.81,Lupold & Fitzpatrick 2015,1.4375,0.157607853,Etard et al 2020,,
1381,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Bubalus quarlesi,173789.15,5.24,Etard et al 2020,62.94,1.798926739,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
875,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Budorcas taxicolor,294515.33,5.47,Etard et al 2020,71.702,1.85553127,Fitzpatrick et al 2022,93.33,1.97,Baker et al 2020,1.195,0.077367905,Etard et al 2020,,
1222,external,ectotherm,Amphibia,Anura,Rhacophoridae,Buergeria buergeri,19.8,1.3,Etard et al 2020,109.8,2.04060234,Fitzpatrick et al 2022,0.02,-1.67,Baker et al 2020,418,2.621176282,Etard et al 2020,,
1223,external,ectotherm,Amphibia,Anura,Rhacophoridae,Buergeria japonica,1.8,0.26,Etard et al 2020,48.1,1.682145076,Fitzpatrick et al 2022,0,-2.37,Baker et al 2020,319.5,2.504470862,Etard et al 2020,,
1122,external,ectotherm,Amphibia,Anura,Bufonidae,Bufo bufo,164.75,2.22,Etard et al 2020,97,1.986771734,Fitzpatrick et al 2022,,,,5383,3.73102438,Etard et al 2020,5.82,Animal genome size database
33,external,ectotherm,Amphibia,Anura,Bufonidae,Bufo gargarizans andrewsi,116.2,2.07,Etard et al 2020,79.1,1.898176483,Fitzpatrick et al 2022,0.1,-0.98,Liao et al 2018,6200,3.792391689,Etard et al 2020,5.88,Animal genome size database
38,external,ectotherm,Amphibia,Anura,Bufonidae,Bufo gargarizans minshanicus,35.18,1.55,Liao et al 2018,71.9,1.85672889,Fitzpatrick et al 2022,0.16,-0.79,Liao et al 2018,3100,3.491361694,Lupold et al 2017,,
35,external,ectotherm,Amphibia,Anura,Bufonidae,Bufo japonicus,415,2.62,Etard et al 2020,89,1.949390007,Fitzpatrick et al 2022,0.33,-0.48,Baker et al 2020,14000,4.146128036,Etard et al 2020,,
39,external,ectotherm,Amphibia,Anura,Bufonidae,Bufo tibetanus,20.28,1.31,Baker et al 2020,79.6,1.900913068,Fitzpatrick et al 2022,0.1,-1.02,Baker et al 2020,4000,3.602059991,Etard et al 2020,,
1045,internal,endotherm,Mammalia,Rodentia,Muridae,Bullimus bagobus,395.38,2.6,Etard et al 2020,157,2.195899652,Fitzpatrick et al 2022,4.08,0.61,Baker et al 2020,,,,,
676,internal,endotherm,Mammalia,Rodentia,Muridae,Bunomys andrewsi,125,2.1,Etard et al 2020,163,2.212187604,Fitzpatrick et al 2022,0.41,-0.39,Baker et al 2020,,,,,
815,internal,endotherm,Mammalia,Rodentia,Muridae,Bunomys chrysocomus,113.65,2.06,Etard et al 2020,155,2.190331698,Fitzpatrick et al 2022,3.52,0.55,Baker et al 2020,,,,,
1035,internal,endotherm,Mammalia,Rodentia,Muridae,Bunomys fratrorum,132.66,2.12,Etard et al 2020,127.5,2.105510185,Fitzpatrick et al 2022,0.41,-0.39,Tourmente et al 2011,,,,,
677,internal,endotherm,Mammalia,Rodentia,Muridae,Bunomys penitus,170,2.23,Etard et al 2020,145,2.161368002,Fitzpatrick et al 2022,,,,,,,,
667,internal,endotherm,Mammalia,Cingulata,Chlamyphoridae,Cabassous unicinctus,4393.98,3.64,Etard et al 2020,98,1.991226076,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,,
1017,internal,ectotherm,Reptilia,Crocodylia,Crocodylidae,Caiman crocodilus,23500,4.37,Etard et al 2020,80.98,1.908377772,Fitzpatrick et al 2022,,,,22.85,1.358886204,Etard et al 2020,2.68,Animal genome size database
163,internal,endotherm,Aves,Passeriformes,Alaudidae,Calandrella cinerea,23.45,1.37,Etard et al 2020,81.02,1.908592239,Fitzpatrick et al 2022,1.03,0.01,Immler et al 2011,4.5,0.653212514,Etard et al 2020,,
362,internal,endotherm,Aves,Passeriformes,Emberizidae,Calcarius lapponicus,27.85,1.44,Etard et al 2020,127.82,2.106598813,Fitzpatrick et al 2022,0.54,-0.27,Baker et al 2020,5,0.698970004,Etard et al 2020,,
168,internal,endotherm,Aves,Passeriformes,Alaudidae,Calendulauda africanoides,38.99,1.59,Immler et al 2011,89.52,1.951920074,Fitzpatrick et al 2022,0.44,-0.36,Immler et al 2011,2.8,0.447158031,Jetz et al 2008,,
170,internal,endotherm,Aves,Passeriformes,Alaudidae,Calendulauda sabota,24.1,1.38,Immler et al 2011,70.39,1.847510965,Fitzpatrick et al 2022,0.29,-0.53,Immler et al 2011,2.8,0.447158031,Jetz et al 2008,,
353,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Calidris alpina,54.39,1.74,Etard et al 2020,68.3,1.834420704,Fitzpatrick et al 2022,0.21,-0.67,Baker et al 2020,4,0.602059991,Etard et al 2020,1.28,Animal genome size database
350,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Calidris fuscicollis,44.55,1.65,Etard et al 2020,68.8,1.837588438,Fitzpatrick et al 2022,0.25,-0.6,Baker et al 2020,4,0.602059991,Etard et al 2020,,
347,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Calidris himantopus,52,1.72,Baker et al 2020,60.7,1.783188691,Fitzpatrick et al 2022,0.24,-0.62,Baker et al 2020,4,0.602059991,Jetz et al 2008,,
352,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Calidris melanotos,81.4,1.91,Etard et al 2020,72.4,1.859738566,Fitzpatrick et al 2022,0.75,-0.13,Baker et al 2020,4,0.602059991,Etard et al 2020,,
351,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Calidris minutilla,22.9,1.36,Etard et al 2020,64.6,1.810232518,Fitzpatrick et al 2022,0.04,-1.42,Baker et al 2020,4,0.602059991,Etard et al 2020,,
348,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Calidris pugnax,169.82,2.23,Baker et al 2020,133.2,2.124504225,Fitzpatrick et al 2022,4.54,0.66,Baker et al 2020,4,0.602059991,Amniote,,
349,internal,endotherm,Aves,Charadriiformes,Scolopacidae,Calidris pusilla,27.5,1.44,Etard et al 2020,62.5,1.795880017,Fitzpatrick et al 2022,0.49,-0.31,Baker et al 2020,4,0.602059991,Etard et al 2020,,
1110,internal,ectotherm,Reptilia,Squamata,Phrynosomatidae,Callisaurus draconoides,26.36,1.42,Etard et al 2020,104.4,2.018700499,Fitzpatrick et al 2022,,,,4.335108784,0.637,Etard et al 2020,,
626,internal,endotherm,Mammalia,Primates,Callitrichidae,Callithrix jacchus,290.21,2.46,Etard et al 2020,52.1,1.716837723,Fitzpatrick et al 2022,1.3,0.11,Baker et al 2020,2.275,0.356981401,Etard et al 2020,3.43,Animal genome size database
1011,internal,endotherm,Mammalia,Primates,Callitrichidae,Callithrix pygmaea,130.02,2.11,Baker et al 2020,54,1.73239376,Fitzpatrick et al 2022,0.33,-0.48,Baker et al 2020,2,0.301029996,Etard et al 2020,,
946,internal,ectotherm,Reptilia,Squamata,Teiidae,Callopistes flavipunctatus,530,2.72,Etard et al 2020,104.19,2.017826038,Fitzpatrick et al 2022,,,,,,,,
491,internal,endotherm,Mammalia,Carnivora,Otariidae,Callorhinus ursinus,28973.44,4.46,Baker et al 2020,54.1,1.733197265,Fitzpatrick et al 2022,63.53,1.8,Baker et al 2020,1.3,0.113943352,Anage,,
1052,internal,endotherm,Mammalia,Rodentia,Sciuridae,Callosciurus erythraeus,280,2.45,Etard et al 2020,64,1.806179974,Fitzpatrick et al 2022,,,,2.0475,0.31122391,Etard et al 2020,,
1053,internal,endotherm,Mammalia,Rodentia,Sciuridae,Callosciurus inornatus,325,2.51,Etard et al 2020,79.4,1.899820502,Fitzpatrick et al 2022,,,,,,,,
792,internal,endotherm,Mammalia,Rodentia,Cricetidae,Calomys callidus,37.8,1.58,Etard et al 2020,74.8,1.873901598,Fitzpatrick et al 2022,0.49,-0.31,Tourmente et al 2011,4.985,0.697665163,Etard et al 2020,,
1286,internal,endotherm,Mammalia,Rodentia,Cricetidae,Calomys hummelincki,27,1.43,Etard et al 2020,86.5,1.937016107,Fitzpatrick et al 2022,,,,5,0.698970004,Etard et al 2020,3.36,Animal genome size database
678,internal,endotherm,Mammalia,Rodentia,Muridae,Calomys laucha,19,1.28,Etard et al 2020,50.1,1.699837726,Fitzpatrick et al 2022,,,,5.1375,0.710751835,Etard et al 2020,,
793,internal,endotherm,Mammalia,Rodentia,Cricetidae,Calomys musculinus,20.1,1.3,Etard et al 2020,69,1.838849091,Fitzpatrick et al 2022,0.2,-0.7,Baker et al 2020,5.81,0.764176132,Etard et al 2020,3.1,Animal genome size database
1100,internal,endotherm,Mammalia,Rodentia,Cricetidae,Calomys venustus,49.27,1.69,Etard et al 2020,81.2,1.909556029,Fitzpatrick et al 2022,,,,4.985,0.697665163,Etard et al 2020,,
660,internal,endotherm,Mammalia,Didelphiomorphia,Didelphidae,Caluromys philander,246.47,2.39,Etard et al 2020,47.85,1.679881942,Fitzpatrick et al 2022,,,,4.26,0.629409599,Etard et al 2020,,
587,internal,endotherm,Mammalia,Cetartiodactyla,Camelidae,Camelus bactrianus,816000,5.91,Lupold & Fitzpatrick 2015,42.9,1.632457292,Fitzpatrick et al 2022,95,1.98,Lupold & Fitzpatrick 2015,1,0,Anage,2.41,Animal genome size database
588,internal,endotherm,Mammalia,Cetartiodactyla,Camelidae,Camelus dromedarius,492714.47,5.69,Etard et al 2020,48.6,1.686636269,Fitzpatrick et al 2022,121.62,2.09,Baker et al 2020,0.99,-0.004364805,Etard et al 2020,2.62,Animal genome size database
600,internal,endotherm,Mammalia,Carnivora,Canidae,Canis latrans,11989.1,4.08,Etard et al 2020,55.086,1.741041238,Fitzpatrick et al 2022,15.42,1.19,Baker et al 2020,5.6625,0.753008215,Etard et al 2020,2.82,Animal genome size database
599,internal,endotherm,Mammalia,Carnivora,Canidae,Canis lupus familiaris,21620,4.33,Lupold & Fitzpatrick 2015,61.4,1.788168371,Fitzpatrick et al 2022,27.66,1.44,Lupold & Fitzpatrick 2015,6,0.77815125,Anage,2.8,Animal genome size database
602,internal,endotherm,Mammalia,Carnivora,Canidae,Canis rufus,23500,4.37,Etard et al 2020,60.41,1.781108836,Lupold & Fitzpatrick 2015,32.64,1.51,Lupold & Fitzpatrick 2015,6.5,0.812913357,Anage,3.04,Animal genome size database
1062,internal,endotherm,Mammalia,Rodentia ,Spalacidae,Cannomys badius,561.04,2.75,Etard et al 2020,52.6,1.720985744,Fitzpatrick et al 2022,,,,1.95,0.290034611,Etard et al 2020,,
1001,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Capra aegagrus,71350.78,4.85,Etard et al 2020,57.168,1.757152999,Fitzpatrick et al 2022,,,,,,,,
580,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Capra falconeri,47651.69,4.68,Etard et al 2020,62.7,1.797267541,Fitzpatrick et al 2022,20.94,1.32,Baker et al 2020,1.865,0.270678836,Etard et al 2020,3.23,Animal genome size database
876,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Capra ibex,77000,4.89,Etard et al 2020,70.2,1.846337112,Fitzpatrick et al 2022,38.37,1.58,Baker et al 2020,1.145,0.058805487,Etard et al 2020,,
877,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Capra nubiana,62624.84,4.8,Etard et al 2020,64.44,1.809155532,Lupold et al 2015,,,,1.055,0.02325246,Etard et al 2020,,
878,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Capra sibirica,106250,5.03,Etard et al 2020,54.78,1.738622028,Lupold et al 2015,93,1.97,Lupold et al 2015,1.18,0.071882007,Etard et al 2020,,
591,internal,endotherm,Mammalia,Cetartiodactyla,Cervidae,Capreolus capreolus,22500,4.35,Etard et al 2020,81.9,1.913283902,Lupold & Fitzpatrick 2015,44.98,1.65,Baker et al 2020,1.7875,0.25224605,Etard et al 2020,,
270,internal,endotherm,Aves,Passeriformes,Parulidae,Cardellina canadensis,10.6,1.03,Immler et al 2011,216.33,2.33511675,Fitzpatrick et al 2022,0.43,-0.37,Immler et al 2011,3.9,0.591064607,Jetz et al 2008,,
271,internal,endotherm,Aves,Passeriformes,Parulidae,Cardellina pusilla,8,0.9,Immler et al 2011,220.46,2.343329803,Fitzpatrick et al 2022,0.16,-0.8,Immler et al 2011,4.9,0.69019608,Jetz et al 2008,1.27,Animal genome size database
363,internal,endotherm,Aves,Passeriformes,Fringillidae,Carduelis carduelis,17.5,1.24,Etard et al 2020,132.62,2.122609024,Fitzpatrick et al 2022,0.13,-0.87,Baker et al 2020,4.9,0.69019608,Etard et al 2020,,
742,internal,endotherm,Mammalia,Chiroptera,Phyllostomidae,Carollia castanea,13.19,1.12,Etard et al 2020,64.2,1.807535028,Fitzpatrick et al 2022,,,,0.99,-0.004364805,Etard et al 2020,2.54,Animal genome size database
203,internal,endotherm,Aves,Passeriformes,Fringillidae,Carpodacus erythrinus,24,1.38,Etard et al 2020,261.59,2.417621138,Fitzpatrick et al 2022,0.24,-0.62,Baker et al 2020,4.9,0.69019608,Etard et al 2020,,
1028,internal,endotherm,Mammalia,Rodentia,Castoridae,Castor fiber,19000,4.28,Etard et al 2020,67.555,1.829657498,Fitzpatrick et al 2022,17.42,1.24,Baker et al 2020,3.0025,0.477483016,Etard et al 2020,,
367,internal,endotherm,Aves,Passeriformes,Turdidae,Catharus fuscescens,31.93,1.5,Etard et al 2020,80.37,1.905093968,Fitzpatrick et al 2022,0.31,-0.51,Baker et al 2020,4,0.602059991,Etard et al 2020,1.34,Animal genome size database
325,internal,endotherm,Aves,Passeriformes,Turdidae,Catharus ustulatus,30.3,1.48,Etard et al 2020,80.73,1.907034952,Fitzpatrick et al 2022,0.38,-0.42,Baker et al 2020,3.65,0.562292864,Etard et al 2020,1.49,Animal genome size database
274,internal,endotherm,Aves,Galliformes,Phasianidae,Catreus wallichii,1446.5,3.16,Etard et al 2020,76.8,1.88536122,Fitzpatrick et al 2022,8.81,0.94,Lupold et al 2015 (corrected Immler et al 2007),10.5,1.021189299,Etard et al 2020,,
649,internal,endotherm,Mammalia,Rodentia,Caviidae,Cavia porcellus,727.99,2.86,Etard et al 2020,99.8,1.999130541,Fitzpatrick et al 2022,4.1,0.61,Baker et al 2020,3.45,0.537819095,Etard et al 2020,3.44,Animal genome size database
912,internal,endotherm,Mammalia,Primates,Cebidae,Cebus albifrons,2509.68,3.4,Etard et al 2020,80.4,1.905256049,Fitzpatrick et al 2022,,,,1.005,0.002166062,Etard et al 2020,3.98,Animal genome size database
1139,internal,endotherm,Aves,Galliformes,Phasianidae,Centrocercus minimus,1776.23,3.25,Etard et al 2020,75.26,1.876564214,Fitzpatrick et al 2022,,,,,,,,
1140,internal,endotherm,Aves,Galliformes,Phasianidae,Centrocercus urophasianus,1930,3.29,Etard et al 2020,72.45,1.86003839,Fitzpatrick et al 2022,6.59,0.82,Baker et al 2020,7.35,0.866287339,Etard et al 2020,,
880,internal,endotherm,Mammalia,Cetartiodactyla,Bovidae,Cephalophus silvicultor,67253.47,4.83,Etard et al 2020,60.41,1.781108836,Lupold et al 2015,33.27,1.52,Baker et al 2020,1,0,Etard et al 2020,,
913,internal,endotherm,Mammalia,Primates,Cercopithecidae,Cercocebus atys,7859.62,3.9,Etard et al 2020,93.1,1.968949681,Lupold et al 2015,25.12,1.4,Baker et al 2020,1.0075,0.003245055,Etard et al 2020,,
731,internal,endotherm,Mammalia,Primates,Cercopithecidae,Cercocebus galeritus,7077.66,3.85,Etard et al 2020,93.1,1.968949681,Fitzpatrick et al 2022,,,,1.0075,0.003245055,Etard et al 2020,3.51,Animal genome size database
915,internal,endotherm,Mammalia,Primates,Cercopithecidae,Cercopithecus nictitans,5465,3.74,Etard et al 2020,58.1,1.764176132,Fitzpatrick et al 2022,,,,1,0,Etard et al 2020,4.4,Animal genome size database
1012,internal,endotherm,Mammalia,Primates,Cercopithecidae,Cercopithecus petaurista,3233.67,3.51,Etard et al 2020,36.4,1.561101384,Fitzpatrick et al 2022,,,,1.02,0.008600172,Etard et al 2020,,
1083,internal,ectotherm,Reptilia,Squamata,Gymnophthalmidae,Cercosaura ocellata,6.41,0.81,Etard et al 2020,67.49,1.829239428,Fitzpatrick et al 2022,,,,2.214982449,0.345370289,Etard et al 2020,,
